id,tweetText,tweetURL,type,tweetAuthor,handle,geo,mentions,hashtags,replyCount,quoteCount,retweetCount,likeCount,views,bookmarkCount,createdAt,allMediaURL,videoURL,source_file,combined_timestamp
2369,"Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis, primarily affecting the lungs, though it can spread to other parts of the body. Symptoms of active TB typically include:

1.Persistent Cough – lasting more than three weeks, sometimes with sputum or blood.
2.Chest Pain – particularly when breathing or coughing.
3",https://x.com/abdoulllmuhd/status/1851703858717954544,tweet,D ø l l á r z z 💰,@abdoulllmuhd,"Kano, Nigeria",@fatoomtyzarah,,1,0,0,1,37,0,2024-10-30 12:12:57,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2370,"TB can be latent, where bacteria are present in the body but do not cause symptoms. Active TB, however, is when the disease is symptomatic and potentially contagious. If you suspect you might have TB, it's important to seek medical advice for proper diagnosis and treatment, as TB is treatable but requires a specific regimen of antibiotics over a long period.",https://x.com/Mahmud_wazeeree/status/1851702612120199211,tweet,MaHMuD Waziri,@Mahmud_wazeeree,Somewhere in the North🇳🇬,@fatoomtyzarah,,1,0,0,1,21,0,2024-10-30 12:08:00,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2371,@BeCeEmm Am active  @scotthishTB,https://x.com/scotthishTB/status/1851699787164196916,tweet,Scottish Thug Brand,@scotthishTB,,"@BeCeEmm,@scotthishTB",,0,0,0,0,3,0,2024-10-30 11:56:46,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2372,@thawengt1 Active @scotthishTB,https://x.com/scotthishTB/status/1851697114587255096,tweet,Scottish Thug Brand,@scotthishTB,,"@thawengt1,@scotthishTB",,0,0,0,2,3,0,2024-10-30 11:46:09,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2373,@OkieA617 @DoctorTurtleboy Not sure if he is still active but his last job was MSP.,https://x.com/theghostofTB12/status/1851684664060084341,tweet,seany sean sean,@theghostofTB12,"Foxborough, MA","@OkieA617,@DoctorTurtleboy",,2,0,0,5,1008,0,2024-10-30 10:56:41,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2374,"@liamcameron21 I find your story incredibly inspiring. Amazing and you were clearly going to beat Quittaker 😂

He won’t rematch you tho mate - keep active and maximise it!! #quittaker",https://x.com/truant2tb/status/1851662769617010829,tweet,Truant,@truant2tb,,@liamcameron21,#quittaker,0,0,0,1,77,0,2024-10-30 09:29:41,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2375,@SIR__TB Active 💯,https://x.com/FemiAdeliy17638/status/1851662586057490782,tweet,Femi Adeliyi,@FemiAdeliy17638,,@SIR__TB,,0,0,0,0,15,0,2024-10-30 09:28:57,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2376,@Saboorshah022 Hahahaha han jee tb akela hi best hota hy,https://x.com/not_active06/status/1851645062721270271,tweet,Deeqa...,@not_active06,,@Saboorshah022,,0,0,0,0,9,0,2024-10-30 08:19:19,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2377,@WHO @WHOAFRO @WHOEMRO @WHO_Europe @WHOSEARO @WHOWPRO @pahowho Nobody from endemic countries is being screened on entry to the western countries. They’re going on to develop TB and spread it or they’re active on entry with no chest X-rays or mantoux or igra. Your agenda is causing this nothing else so stop with you nonsense stats.,https://x.com/AineAine1984/status/1851623282459455713,tweet,Ann,@AineAine1984,Dublin Ireland,"@WHO,@WHOAFRO,@WHOEMRO,@WHO_Europe,@WHOSEARO,@WHOWPRO,@pahowho",,0,0,0,1,40,0,2024-10-30 06:52:46,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2378,"MAMTA recently has been awarded as Sub recipient in The Global Fund grant for implementing  Integrated pediatric #TB and Technology Enabled Active case finding in state of Rajasthan.

For pediatric intervention entire state is covered through  three models Intense, Lite and Technical Assistance where ACF component is  implemented in 4 districts of #Rajasthan. 
MAMTA with support from Principal Recipient SAATHII organized three days District Team Induction training from 27-29 oct 2024 in Jaipur. 
#SAATHII #MamtaHIMC #EndTB  #TBFreeIndia #TBAwareness",https://x.com/MamtaHIMC/status/1851615997343449401,tweet,MAMTA HIMC,@MamtaHIMC,"New Delhi, India",,#TB,0,0,1,4,58,0,2024-10-30 06:23:49,https://pbs.twimg.com/media/GbI4fNZWUAEFOTG.jpg,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2379,"The USAID Uhuru wa Afya (Health Freedom) Project team, in collaboration with the Uvinza and Kasulu Council Health Management Teams, recently conducted a successful outreach program for family planning services and TB active case finding across Uvinza District Council and Kasulu Town Council.

They visited 8 health facilities in Uvinza and 6 in Kasulu, reaching a large number of individuals with essential healthcare services.

In total, 1,498 individuals received various family planning methods. Additionally, as part of TB active case finding, 665 individuals were screened for TB. Out of these, 280 individuals were identified as presumptive TB cases, leading to the collection of 246 samples.

Nine individuals were diagnosed with TB and promptly started on treatment, underscoring the program’s impact in enhancing early TB detection and treatment access.
@USAIDTanzania @wizara_afyatz 
#pamojatunaboreshaafya",https://x.com/thpstz/status/1851579238144503876,tweet,Tanzania Health Promotion Support,@thpstz,"Dar es Salaam, Tanzania",,,0,0,0,8,457,0,2024-10-30 03:57:45,"https://pbs.twimg.com/media/GbIhcFqWwAA8XWS.jpg,https://pbs.twimg.com/media/GbIhCX6WMAAkXMD.jpg,https://pbs.twimg.com/media/GbIhCX5WwAAkkBb.jpg",,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2380,@_NiyiDaniels Am active @scotthishTB,https://x.com/scotthishTB/status/1851565266049675362,tweet,Scottish Thug Brand,@scotthishTB,,"@_NiyiDaniels,@scotthishTB",,0,0,0,1,4,0,2024-10-30 03:02:14,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2381,@SHASHANK17DEC88 @saroj005 @Sadhna_speaks @BhumiharSagar_ @BhajpaKa @dpklovee1 @Arvi0029 @Priyankasi68551 Faltu inactive following htaie 5 times jyada active krke baithe ho aap baki Space Jb lgega tb smjha dunga jo bhi bhaio se sikha hun 🙏,https://x.com/Sarvesh280989/status/1851554227564302363,tweet,RAI Sahab ( Bhartiy )🇮🇳,@Sarvesh280989,"Ghaziabad, India","@SHASHANK17DEC88,@saroj005,@Sadhna_speaks,@BhumiharSagar_,@BhajpaKa,@dpklovee1,@Arvi0029,@Priyankasi68551",,0,0,0,1,8,0,2024-10-30 02:18:22,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2382,@Cityismyheaven @scotthishTB I'm active,https://x.com/scotthishTB/status/1851484368616804744,tweet,Scottish Thug Brand,@scotthishTB,,"@Cityismyheaven,@scotthishTB",,0,0,0,0,6,0,2024-10-29 21:40:47,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2383,"The Bell Cow Report Through Week 8

- Jonathan Taylor now leads all RBs with an 86% backfield XFP share when active

- The league's most valuable overall backfields (MIA, DET, TB) are all heavily split https://t.co/aDoRzjP14k",https://x.com/FantasyPtsData/status/1851380536108818614,tweet,Fantasy Points Data,@FantasyPtsData,,,,3,0,13,113,23101,46,2024-10-29 14:48:11,https://pbs.twimg.com/media/GbFrfBkW0AAA7P4.png,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2384,"https://t.co/CdMh09yK2h

While TB related deaths decreased in 2023, newly diagnosed cases and people falling ill with active TB have gone up. A sobering annual reminder much is still needed - in terms of R&amp;D and adequate funding - to fight this insidious disease.",https://x.com/JeffChenMycoLab/status/1851380470790983926,tweet,Jeffrey Chen,@JeffChenMycoLab,Canada,,,0,0,0,1,94,0,2024-10-29 14:47:55,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2385,"@JayWaxLol @Osundavid @LoremIpsumVerb @garmadoncar @GOTGAMES_TB @alanamisako @farohnic @AutoSaveFamily @YaBoyRoshi Auto save 100% would care. I can’t tell how much they would simply cus they were told to watch the break times a long time ago but never did.

But @psyculturists should do it as well. I doubt Cawcaw will miss it.",https://x.com/SodoMe1/status/1851339461398876297,tweet,not very active,@SodoMe1,,"@JayWaxLol,@Osundavid,@LoremIpsumVerb,@garmadoncar,@GOTGAMES_TB,@alanamisako,@farohnic,@AutoSaveFamily,@YaBoyRoshi,@psyculturists",,1,0,0,3,159,0,2024-10-29 12:04:58,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2386,@_NiyiDaniels @scotthishTB active,https://x.com/scotthishTB/status/1851338807192269024,tweet,Scottish Thug Brand,@scotthishTB,,"@_NiyiDaniels,@scotthishTB",,0,0,0,5,13,0,2024-10-29 12:02:22,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2387,@musician_6 Active,https://x.com/scotthishTB/status/1851335168901919165,tweet,Scottish Thug Brand,@scotthishTB,,@musician_6,,0,0,0,2,7,0,2024-10-29 11:47:55,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2388,"@BrainardScoles @GhostDrive_Web3 Active 💯🔥
Join me guys
@Web3bella_ 
@moneromatteo 
@Marosky29 
@Web3bhad1e__ 
@Vikotj",https://x.com/TBJoseph_/status/1851320692341371096,tweet,J🪐SEPH.🆂🅾🅻(🌽🌾)𖤍,@TBJoseph_,💼,"@BrainardScoles,@GhostDrive_Web3,@Web3bella_,@moneromatteo,@Marosky29,@Web3bhad1e__,@Vikotj",,0,0,0,2,110,0,2024-10-29 10:50:23,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2389,"@Tamzilla_52 Sadly, many have active TB, ugh",https://x.com/lmcplc20169/status/1851315170238189637,tweet,Patti Collins,@lmcplc20169,Virginia,@Tamzilla_52,,1,0,0,1,14,0,2024-10-29 10:28:27,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2390,"@Eyes_Wide_O_Pen @InformedNJNurse One case is a outbreak, if active TB. But then again they will down play it. It's very serious (before they started seeing almost 80% of cases from illegals pos (latent), here's how serious it used to be
https://t.co/TwlkuY5Jyu",https://x.com/bostonkray/status/1851262512022335815,tweet,KeenKaleidoscopeConjurer,@bostonkray,New york,"@Eyes_Wide_O_Pen,@InformedNJNurse",,0,0,0,0,52,0,2024-10-29 06:59:12,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2391,@InformedNJNurse My last school district in Southern Califailure found two cases of leprosy at an elementary school and active TB was common. The county tested staff but stopped testing students. There were too many cases to deal with.,https://x.com/realbionicbroad/status/1851239848847249448,tweet,thebionicbroad,@realbionicbroad,,@InformedNJNurse,,2,0,0,5,349,0,2024-10-29 05:29:08,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2392,"@corypurnell @davideyoungmd @elonmusk You could’ve just said your poor reading comprehension prevented you from establishing that I was acknowledging that an active TB case, due to the nature of the disease, would warrant restriction of the sufferer to a reasonable extent, but that it’s also a poor analogy for COVID",https://x.com/BobSee123/status/1851232054781845537,tweet,Bob,@BobSee123,"Johannesburg, South Africa","@corypurnell,@davideyoungmd,@elonmusk",,1,0,0,1,37,1,2024-10-29 04:58:10,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2393,"Congrats to all winners!! And to all others, it's not over yet !! Keep being active and you will be rewarded !! We have only just started ...

@vvvdotnet  #GFM",https://x.com/TBStockTrader/status/1851228846571372998,tweet,I Rule ! ▚▘▚▘▚▘,@TBStockTrader,,@vvvdotnet,#GFM,0,0,1,5,130,0,2024-10-29 04:45:25,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2394,@socialepfo @mygovindia @PMOIndia @LabourMinistry @mansukhmandviya @ShobhaBJP @MIB_India @PIB_India Sayad epfo ko hindi smjh me nhi ati h me GRIVINCE kr chukha hu jo status aya h usse khus nhi hu status me btya gya h ki company ko mail bheja gya h jb company reply degi tb uan chalu hoga matlb company ager reply nhi kregi to uan active  nhi ho ga mere hi paisa me hi bebkuf banu,https://x.com/sk0715486/status/1851218969153212927,tweet,s.kumar,@sk0715486,"Uttar Pradesh, India","@socialepfo,@mygovindia,@PMOIndia,@LabourMinistry,@mansukhmandviya,@ShobhaBJP,@MIB_India,@PIB_India",,0,0,0,0,6,0,2024-10-29 04:06:10,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2395,@nuradeeeen @scotthishTB active,https://x.com/scotthishTB/status/1851206331086041372,tweet,Scottish Thug Brand,@scotthishTB,,"@nuradeeeen,@scotthishTB",,0,0,0,2,14,0,2024-10-29 03:15:57,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2396,"To safeguard your lung health and prevent latent TB from progressing to active TB, it’s crucial to get tested. The AFIAS IGRA-TB test offers a quick and reliable way to assess your TB status. For more information, contact Boditech Med India Pvt Ltd.",https://x.com/BoditechL/status/1851205221168418982,tweet,Boditech Med India,@BoditechL,Mumbai,,,0,0,0,0,7,0,2024-10-29 03:11:33,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2397,@vikramyadav920 @Naziyakhan67616 @jpjatavof83 @Satire912 @imSurbhi02 @ShrutiDhore Abhi account deactivate hai fb nhi ho rha hai 🤝 jab active hoga TB fb 💯% milega 👍,https://x.com/AlokGuru18/status/1851195185994289529,tweet,Alok Gautam,@AlokGuru18,Lucknow,"@vikramyadav920,@Naziyakhan67616,@jpjatavof83,@Satire912,@imSurbhi02,@ShrutiDhore",,0,0,0,0,12,0,2024-10-29 02:31:40,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2398,"@davideyoungmd @elonmusk 1) TB has a much higher IFR than COVID

2) While there may be side effects, the TB meds were not rushed to market.

3) Treatment of an infected, symptomatic individual for an active case is not the same as mass vaccination of healthy people",https://x.com/BobSee123/status/1851168410157089088,tweet,Bob,@BobSee123,"Johannesburg, South Africa","@davideyoungmd,@elonmusk",,1,0,0,0,60,0,2024-10-29 00:45:16,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2399,"@elonmusk I guy has active tuberculosis.  He works in a tire factory in close quarters with 48 other employees.  He's coughing up infectious TB germs all the time.  He refuses to take medication to cure his TB, worried about liver damage.  Says he'll get over the TB himself, in time.  1/n",https://x.com/davideyoungmd/status/1851113460110934165,tweet,David Young M.D.,@davideyoungmd,"Coachella Valley, CA",@elonmusk,,3,0,0,3,586,0,2024-10-28 21:06:55,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2400,"@TonySeruga I worked in a state prison system, we would NEVER release a TB+ patient into general population. Active TB is housed in a negative pressure room and not released until fully treated with 3 negative sputum samples. 
What is wrong with these people?",https://x.com/Ldmgrana/status/1851048361845219429,tweet,Linda Mardula,@Ldmgrana,,@TonySeruga,,0,0,0,1,26,0,2024-10-28 16:48:14,,,TwiBot-undefined-20241103_060103.csv,2024-11-04 06:06:24.793795
2401,剣もあと覚醒だけ。,https://x.com/Center_TB41/status/1853086390952821087,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,6,0,2024-11-03 06:46:38,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2402,ヴァイキング斧おわり！ https://t.co/0xBsZlodN5,https://x.com/Center_TB41/status/1853086341296517526,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,7,0,2024-11-03 06:46:27,https://pbs.twimg.com/media/Gbd8NMPaAAEu4tH.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2403,パラディン剣の分も確保。 https://t.co/d8m9oZgfdN,https://x.com/Center_TB41/status/1853086204641865893,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,6,0,2024-11-03 06:45:54,https://pbs.twimg.com/media/Gbd8FJUasAALG29.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2404,…,https://x.com/UrCenterFold/status/1853064854480863415,tweet,TB 💕,@UrCenterFold,,,,0,0,0,1,44,0,2024-11-03 05:21:04,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2405,"If the #Republican party had nominated anyone else they'd win this election in a landslide, but none of them want to say it because #TrumpVance2024 with retaliate. What we really need is guy with Trump's balls but with a moral center. Give me that guy.",https://x.com/TB_SportsGuru/status/1853058723280732244,tweet,TB_SportsGuru,@TB_SportsGuru,,,"#Republican,#TrumpVance2024",0,0,0,0,4,0,2024-11-03 04:56:42,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2406,@ushardaniele Psychopath suka center sebab boleh rasa human warmth. Dan saya suka aisle sebab boleh lunjur kaki. Window lepas 10 minit boring dah.,https://x.com/tb0y3n/status/1853052002621911373,tweet,T B.O,@tb0y3n,"Kuala Lumpur, Wilayah Persekut",@ushardaniele,,0,0,0,0,8,0,2024-11-03 04:30:00,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2407,ベイスターズ、お前…本当に勝つのか…？,https://x.com/Center_TB41/status/1853033720036700252,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,185,0,2024-11-03 03:17:21,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2408,3つ目の押し出しやん…,https://x.com/Center_TB41/status/1853032005107380686,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,72,0,2024-11-03 03:10:32,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2409,"@sueann1101 @CaptK1776 @Real_RobN @ChairmanWhatley @LaraLeaTrump There's POLL WATCHERS in EVERY SINGLE POLLING CENTER....

Imagine a FAN BASE doing this after the Super Bowl.....4 YEARS later STILL showing freeze frames of perceived penalties and affidavits from HS OFFICIALS saying that penalties occurred....",https://x.com/BillGroner1/status/1852936393888043134,tweet,WK 9 vs TB (7-0).....Mahomes,@BillGroner1,Overland Park,"@sueann1101,@CaptK1776,@Real_RobN,@ChairmanWhatley,@LaraLeaTrump",,0,0,0,0,17,0,2024-11-02 21:50:36,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2410,"PROMO PROMO PROMO ‼️‼️‼️
The PPD skin test is a method used to diagnose silent (latent) tuberculosis (TB) infection. PPD stands for purified protein derivative. The positive immunologic response to PPD antigen is seen here. The size of the papule is over 2 cm in diameter. https://t.co/S0hxj1EAGs",https://x.com/IvaxLP08/status/1852906042386186696,tweet,Ivax Animal Bite and Vaccination Center -Las Piñas,@IvaxLP08,,,,0,0,0,0,23,0,2024-11-02 19:50:00,https://pbs.twimg.com/media/GbbYOcdbUAAFd3g.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2411,@miaheatbeat Fair but Spo is making his life harder by running many minutes with TB who's probably the worst center in the NBA,https://x.com/CarlosCFJR/status/1852904780403818867,tweet,Carlos Carvalho,@CarlosCFJR,,@miaheatbeat,,0,0,0,0,217,0,2024-11-02 19:44:59,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2412,My QB 145 Pounds And Doing QB Sneaks Under Center 😂😂😂😂😂😂😂😂,https://x.com/TBQuis/status/1852864607947247730,tweet,🎡,@TBQuis,"Desoto, TX",,,0,0,0,0,102,0,2024-11-02 17:05:21,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2413,そんなことよりチーズカリートーストめちゃくちゃ美味い…。,https://x.com/Center_TB41/status/1852863869259218976,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,52,0,2024-11-02 17:02:25,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2414,"motivos

miyomaru: a ace e absolutamente mais popular do team S; sendo tambem pelo menos top5 mais populares do grupo; eh tb o tipo de idol linda modelo que atrai garotas jovens

ouchan: discutivelmente a ace do team E, center de 2 dos 3 ultimos singles do ske, pelo menos top3 +",https://x.com/aesparuru/status/1852863431994487202,tweet,lyly,@aesparuru,he/him !! pt-br // eng,,,1,0,0,0,38,0,2024-11-02 17:00:41,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2415,コメ牛美味しいけど200円くらい値上がりしてる…悲しい…,https://x.com/Center_TB41/status/1852862831944958240,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,57,0,2024-11-02 16:58:18,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2416,お散歩の行き先。 https://t.co/lRGjP1ukgr,https://x.com/Center_TB41/status/1852858088673751232,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,1,57,0,2024-11-02 16:39:27,https://pbs.twimg.com/media/GbasnDla4AAqfYW.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2417,とても良い朝。 https://t.co/4ixGGSaZPn,https://x.com/Center_TB41/status/1852854697805361573,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,1,54,0,2024-11-02 16:25:58,https://pbs.twimg.com/media/GbaphYqaIAAEA-W.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2418,"The draft code is available both at the McAllen Planning &amp; Zoning Department office, located at the McAllen Development Center, 311 N. https://t.co/j46yXkNI1G https://t.co/c0CWqIiXDE",https://x.com/TBBusiness/status/1852825000060793246,tweet,Texas Border Business,@TBBusiness,"McAllen, Texas",,,0,0,0,0,32,0,2024-11-02 14:27:58,https://pbs.twimg.com/media/GbaOhDVbMAAx8AB.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2419,@jeayelpages Itu tweet lagi kesel sama center 4 tb tb😭😭😭😭🙏🏼,https://x.com/keju_aust/status/1852821777849962591,tweet,💥_,@keju_aust,ss tweet gw=bokong lu bisulan,@jeayelpages,,1,0,0,0,25,0,2024-11-02 14:15:10,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2420,@gandansv ヤザンの格が落ちてるらしいとか、ハヤトの顛末とか、色々あるけどZを経て精神障害と戦うカミーユを見たいという気持ちは大いにあるのでなんとか観ようとは思う。なんやかんやでSEED Destinyも完走したし。,https://x.com/Center_TB41/status/1852734697190866997,tweet,ばったん,@Center_TB41,エキチカ,@gandansv,,0,0,0,0,118,0,2024-11-02 08:29:08,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2421,ヴァイキング斧分の砂回収 https://t.co/u45QqxuSiC,https://x.com/Center_TB41/status/1852729099514757174,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,39,0,2024-11-02 08:06:54,https://pbs.twimg.com/media/GbY3S9MbcAE_MLE.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2422,属性関係なし、最大2本、素材の要求量と内容、ボス本体の削りやすさ、全てにおいてレヴァンスより優れてる。,https://x.com/Center_TB41/status/1852726974147637262,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,36,0,2024-11-02 07:58:27,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2423,英雄武器、流石にリビルドよりも断然楽やね。,https://x.com/Center_TB41/status/1852726571771314445,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,64,0,2024-11-02 07:56:51,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2424,"🌡️ Kufra’s health authorities have opened a new isolation center, focusing on infectious disease care for Sudanese refugees, including conditions like HIV, hepatitis B, TB, and malaria. #PublicHealth",https://x.com/SIHRorg/status/1852696913809731754,tweet,SIHRO,@SIHRorg,United Kingdom,,#PublicHealth,0,0,0,0,81,0,2024-11-02 05:59:00,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2425,@ayato_san コスモス水着ホルスの光剣豪奥義編成が安定択、リッチ水着メイガスハロサテュロス辺りの闇マナダイバーが速度編成って感じっす。,https://x.com/Center_TB41/status/1852642965606543779,tweet,ばったん,@Center_TB41,エキチカ,@ayato_san,,1,0,0,0,153,0,2024-11-02 02:24:38,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2426,"@ayato_san 常時弱体耐性100%になるパラディンは200,250想定で欲しい、ヴァイキングは属性によっては短期で出番ありそう、キングは水に限り出番あるかないか、くらいの感覚。風は碌な斧ないからあったほうがいい気はする。",https://x.com/Center_TB41/status/1852613624428470273,tweet,ばったん,@Center_TB41,エキチカ,@ayato_san,,1,0,0,0,33,0,2024-11-02 00:28:02,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2427,グランパス、タイトル取れてて羨ましいね…,https://x.com/Center_TB41/status/1852608747773767904,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,36,0,2024-11-02 00:08:39,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2428,"11.36: Update #kecelakaan di Tambak Osowilangon. Command Center Surabaya mengabarkan, laka melibatkan motor Scoopy nopol L 6863 RJ dan dumptruk nopol L 8580 UU.

Korban meninggal dunia berinisial TB (29) pengendara motor, warga Krembangan Mesigit. Jenazah dibawa ke RSUD Dr Soetomo menggunakan ambulans Dinsos. (odp-tm)",https://x.com/e100ss/status/1852570433255809373,tweet,Radio Suara Surabaya,@e100ss,"Kota Surabaya, Jawa Timur",,#kecelakaan,1,0,3,8,3330,1,2024-11-01 21:36:25,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2429,証偏りまくった結果、4凸パラディン剣作る前にヴァイキング斧の5凸が終わった。 https://t.co/sWGRE4qNzX,https://x.com/Center_TB41/status/1852562998017339402,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,1,57,0,2024-11-01 21:06:52,https://pbs.twimg.com/media/GbWgOlqaEAEk56r.jpg,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2430,"パラディン:5
ヴァイキング:12
キング:11

偏り〜",https://x.com/Center_TB41/status/1852555336638746654,tweet,ばったん,@Center_TB41,エキチカ,,,0,0,0,0,24,0,2024-11-01 20:36:25,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2431,"USAJOBS - Principal Deputy Director, National Center for HIV, Viral Hepatitis, STD, and TB Prevention - CDC https://t.co/zFbCwmdWp0",https://x.com/Ramu_Kal/status/1852496681171918935,tweet,Ramu Kaladi,@Ramu_Kal,"Norcross, GA",,,1,0,0,0,14,0,2024-11-01 16:43:21,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2432,"USAJOBS - Principal Deputy Director, National Center for HIV, Viral Hepatitis, STD, and TB Prevention - CDC https://t.co/zFbCwmeuey",https://x.com/Ramu_Kal/status/1852489590395052322,tweet,Ramu Kaladi,@Ramu_Kal,"Norcross, GA",,,2,0,0,0,7,0,2024-11-01 16:15:10,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
2433,"USAJOBS - Principal Deputy Director, National Center for HIV, Viral Hepatitis, STD, and TB Prevention - CDC https://t.co/jJdC9YELo3",https://x.com/Ramu_Kal/status/1852489044707422676,tweet,Ramu Kaladi,@Ramu_Kal,"Norcross, GA",,,2,0,0,0,6,0,2024-11-01 16:13:00,,,TwiBot-TB_center-20241103_065640.csv,2024-11-04 06:06:24.793795
